time,AWS,CHIRPS,WRF
11.01.2001,2.1,5.200628,4.0291257
12.01.2001,2.45,0.12986526,5.0382905
13.01.2001,7.05,2.5419176,4.1251187
14.01.2001,3.4,7.4930353,9.015282
15.01.2001,4.8,12.293237,8.093793
16.01.2001,8.7,7.6430135,9.69871
17.01.2001,8.15,3.122591,10.523418
18.01.2001,7.65,6.0842395,11.060689
19.01.2001,10.65,3.8065774,5.50008
20.01.2001,12.5,6.9042087,8.742358
21.01.2001,3.05,7.7510533,7.6555805
22.01.2001,3.1,9.02772,7.7950597
23.01.2001,3.8,2.830512,9.464645
24.01.2001,3.5,8.003151,2.3680182
25.01.2001,4.1,0.29951328,1.3420225
26.01.2001,4.45,0.8882042,2.5859354
27.01.2001,4.05,5.0764875,4.9758816
28.01.2001,4.05,3.6120634,7.185864
29.01.2001,1.4,8.339502,10.53878
30.01.2001,4.55,5.3451104,8.366774
31.01.2001,4.5,3.570815,5.5941687
01.02.2001,9.05,5.246833,14.41961
02.02.2001,3.25,4.9817433,9.674843
03.02.2001,5.7,3.6285427,8.398604
04.02.2001,4.4,17.326801,3.677953
05.02.2001,1.65,3.898076,0.5631277
06.02.2001,3.85,1.9540659,1.16288
07.02.2001,1.5,0.846122,0.58722883
08.02.2001,0,3.4180357,0.3099968
09.02.2001,0,2.905171,0.57176197
10.02.2001,0,0.19062649,0.5445652
11.02.2001,0,0.026324889,0.91107076
12.02.2001,3.55,1.3086406,0.011760078
13.02.2001,1.5,0,1.8564916
14.02.2001,3.75,4.3842072,4.3650985
15.02.2001,9.6,1.6248572,6.3649497
16.02.2001,4.1,0.8070094,10.001566
17.02.2001,4.2,6.650776,13.667236
18.02.2001,3.3,1.9032995,6.9277496
19.02.2001,1.5,0.6442438,6.232363
20.02.2001,0.25,2.5160446,10.279138
21.02.2001,0,12.430659,3.370416
22.02.2001,3,3.3759809,3.489057
23.02.2001,5.55,0.4002713,6.7426615
24.02.2001,4.15,4.4534135,7.6518216
25.02.2001,8.1,7.913425,9.94673
26.02.2001,5.75,3.0896304,13.8788595
27.02.2001,1.1,5.2090344,7.552268
28.02.2001,1.3,1.6698282,1.16048
01.03.2001,4.9,1.584641,8.89108
02.03.2001,3.3,3.3609023,7.056976
03.03.2001,8.3,4.9422126,5.0786457
04.03.2001,12.45,6.7067957,2.693282
05.03.2001,7.7,11.888506,3.2848163
06.03.2001,9.4,3.8783836,3.7302032
07.03.2001,5.6,6.2098937,9.66639
08.03.2001,9.4,2.5308754,11.130248
09.03.2001,5.25,16.363468,7.0112753
10.03.2001,5.5,4.007177,11.459344
11.03.2001,6.4,4.721366,7.2074485
12.03.2001,2.95,5.0951695,4.2952595
13.03.2001,10.85,0.92785275,6.019898
14.03.2001,12.2,9.1220665,18.595083
15.03.2001,6.85,4.8433037,7.2457495
16.03.2001,6.05,3.9620664,10.447267
17.03.2001,7.2,0.6213336,4.1878805
18.03.2001,7.9,10.334117,4.128379
19.03.2001,7.15,8.199771,11.676319
20.03.2001,13.2,7.4262466,8.042677
21.03.2001,9.55,6.349721,5.348647
22.03.2001,12.65,4.4951925,3.9678347
23.03.2001,4.6,4.740673,10.188289
24.03.2001,4.45,2.2466357,10.291714
25.03.2001,6.2,14.419317,12.378788
26.03.2001,6.4,6.249191,9.076625
27.03.2001,5.6,11.708434,5.815895
28.03.2001,5.9,2.2811637,6.198896
29.03.2001,5.6,8.466348,8.547132
30.03.2001,4.6,1.4585975,4.121825
31.03.2001,6.55,6.4492083,2.5061374
01.04.2001,2.85,9.306851,0.9869309
02.04.2001,5.05,5.0319023,1.8246542
03.04.2001,2.35,0.34465137,1.839601
04.04.2001,3.3,1.0102351,2.9458303
05.04.2001,3.45,2.9877288,4.3088193
06.04.2001,2.05,1.5346355,0.38118577
07.04.2001,2.85,3.7369924,2.6644528
08.04.2001,1.1,2.8424416,1.7286536
09.04.2001,1.6,0.04493062,0.47745195
10.04.2001,1.25,1.779739,1.5031546
11.04.2001,0,1.0353059,0.5637506
12.04.2001,3.4,0,0.5104337
13.04.2001,2.1,0,0.04786432
14.04.2001,1,5.3869257,0.3201485
15.04.2001,0,0,0.033216342
16.04.2001,0,0,0
17.04.2001,0,0,0.46610823
18.04.2001,0,0.09181825,2.8303251
19.04.2001,5.3,0.67258066,1.553103
20.04.2001,4.1,11.289573,5.461605
21.04.2001,0.5,4.1288037,2.856598
22.04.2001,3.2,0.68068385,0.25122
23.04.2001,0,0,0.105071954
24.04.2001,0,0,3.661785
25.04.2001,0.2,0.13027193,3.0309184
26.04.2001,4.45,0.054937176,1.8062061
27.04.2001,0,0.31166893,0.2680516
28.04.2001,0,0,5.1379747
29.04.2001,0,0.6883252,0.22880843
30.04.2001,0.8,0,0.403476
01.05.2001,0.6,0.2522486,0.78220296
02.05.2001,0,0.30409616,0.2988142
03.05.2001,0.55,0,0.40951392
04.05.2001,0,0.37349933,0.64963365
05.05.2001,0,2.3476496,1.1133802
06.05.2001,0,2.560875,0.87525094
07.05.2001,0,0.9676136,1.7278674
08.05.2001,0,1.7162085,3.0129478
09.05.2001,0,0.018444281,2.059712
10.05.2001,0,0.018070169,3.9424865
11.05.2001,0,0,0.59402424
12.05.2001,5.35,0,1.0499043
13.05.2001,3.05,0,0.07284176
14.05.2001,2.3,1.5942576,1.4947994
15.05.2001,0,2.7455475,0.9742998
16.05.2001,0,0,0.2624254
17.05.2001,0,0,0.15320487
18.05.2001,0,0,0.40325657
19.05.2001,0,0,0.13678043
20.05.2001,0,0.1603265,2.4756863
21.05.2001,0,3.9304385,7.9294715
22.05.2001,0.75,1.0551175,2.4908779
23.05.2001,0.95,0.3209825,1.3381454
24.05.2001,0,0.12751846,1.9500235
25.05.2001,0,0,0.076141775
26.05.2001,0,0,0.13688324
27.05.2001,0,0,0.62048
28.05.2001,0,0,0.49624124
29.05.2001,0,0.24276604,1.109216
30.05.2001,2.55,0,0.56754464
31.05.2001,0.9,0,0.002849067
01.06.2001,0,0,0.2917857
02.06.2001,0,0,0.2996999
03.06.2001,0,0.3167059,0.2122673
04.06.2001,0,0.052064735,0.005020511
05.06.2001,0,0.09386197,0
06.06.2001,0,0,0
07.06.2001,0,0,0
08.06.2001,0,0,0
09.06.2001,0,0.18427542,0
10.06.2001,0,0,0
11.06.2001,0,0,0.01295396
12.06.2001,0,0,1.2885526
13.06.2001,6.95,0,0.36079332
14.06.2001,0,0,0.26382998
15.06.2001,0,0.68460566,0.55668694
16.06.2001,0,0,0.004660821
17.06.2001,0,0,0
18.06.2001,0,0,0.027592238
19.06.2001,0,0.11926147,2.388158
20.06.2001,0,0.053915456,0.2762337
21.06.2001,0,0.17357057,0.010736549
22.06.2001,0,0,0
23.06.2001,0,0,0
24.06.2001,0,0,0
25.06.2001,0,0,0
26.06.2001,0,0,0
27.06.2001,0,0,0
28.06.2001,0,0,0
29.06.2001,0,0,0
30.06.2001,0,0,0
01.07.2001,0,0,0.006460048
02.07.2001,0,0,0
03.07.2001,0,0,0
04.07.2001,0,0.012888173,0.8660855
05.07.2001,0,0.026240403,0.3334133
06.07.2001,0,0,0.34498218
07.07.2001,0,0.011917338,0.71771073
08.07.2001,0,0,0.47359574
09.07.2001,0,0,0.05416783
10.07.2001,0,0.073457144,0
11.07.2001,0,0.034843598,0.002239476
12.07.2001,0,0,0.10097661
13.07.2001,0,0,0.024269821
14.07.2001,0,0,1.7402734
15.07.2001,0,0,1.0090134
16.07.2001,0,0,0.12555459
17.07.2001,0,0,0
18.07.2001,0,0.003565972,0
19.07.2001,0,0,0.10891656
20.07.2001,0,0,0
21.07.2001,0,0,0
22.07.2001,0,0,0
23.07.2001,0,0,0
24.07.2001,0,0.267464,0.47583172
25.07.2001,0,0.9151237,0.30361533
26.07.2001,0,0.31775033,0.99252063
27.07.2001,0,0,0.059615906
28.07.2001,0,0.011874104,1.1159341
29.07.2001,0,0,0.132321
30.07.2001,0,0.18998915,0.105190836
31.07.2001,0,0.5278531,0
01.08.2001,0,0,0
02.08.2001,0,0,0
03.08.2001,0,0,0
04.08.2001,0,0,0
05.08.2001,0,0,0
06.08.2001,0,0,0
07.08.2001,0,0,0
08.08.2001,0,0,0
09.08.2001,0,0,0
10.08.2001,0,0,0
11.08.2001,0,0,0
12.08.2001,0,0,0
13.08.2001,0,0,0.015594271
14.08.2001,0,0.122204356,0.005130654
15.08.2001,0,0,0
16.08.2001,0,0,0
17.08.2001,0,0,0
18.08.2001,0,0,0.014102669
19.08.2001,0,0,0
20.08.2001,0,0,0
21.08.2001,0,0.02022381,0.03432621
22.08.2001,0,0,0
23.08.2001,0,0,0.01742321
24.08.2001,0,0,0.007949744
25.08.2001,0,0.7314519,0.058023404
26.08.2001,0,1.422986,0.029137522
27.08.2001,0.05,1.2188944,1.4497824
28.08.2001,0,0,0.26037648
29.08.2001,0,0.020935614,0
30.08.2001,0,0.06286554,0
31.08.2001,0,0.06286554,0.09183278
01.09.2001,0,0,0.3492737
02.09.2001,0,0,0.51268613
03.09.2001,0,0,0.590758
04.09.2001,0.95,0,0.49676153
05.09.2001,0,0,0.62516665
06.09.2001,1.15,0,0.4662936
07.09.2001,0,0,0.7723814
08.09.2001,0,0.038561657,1.0091221
09.09.2001,0,0.026083697,1.663685
10.09.2001,2.4,0,1.5606798
11.09.2001,0,0.41896766,0.99529725
12.09.2001,2.95,0.3341475,1.1501834
13.09.2001,6.75,2.020289,2.1669788
14.09.2001,1.95,3.9738915,0.08357568
15.09.2001,2.85,8.397877,2.2101755
16.09.2001,7.05,2.9762766,2.3725154
17.09.2001,3.95,8.5240555,4.0811124
18.09.2001,1.5,0.824823,2.1939828
19.09.2001,0,1.2275294,0.03486998
20.09.2001,2.35,0,0.20272952
21.09.2001,0,0,0
22.09.2001,10.5,0,0
23.09.2001,0,0,0.37043715
24.09.2001,0,1.8635473,1.7999504
25.09.2001,0,0.026621364,2.4374323
26.09.2001,0,0.1976051,1.1215435
27.09.2001,0.05,0.8130857,0.45475286
28.09.2001,0,8.125139,0.14548373
29.09.2001,1.75,0,1.3536582
30.09.2001,0,0,0.9048902
01.10.2001,0.4,2.1993906,2.25954
02.10.2001,6.2,1.8192916,2.6581285
03.10.2001,0,0,0.9544645
04.10.2001,0,1.8887464,0.69089013
05.10.2001,0,0.055895373,4.290601
06.10.2001,2.1,0,4.3609176
07.10.2001,0.433333333,0.25422007,2.3387349
08.10.2001,0.266666667,0,3.289577
09.10.2001,1.1,0.07331465,1.8139046
10.10.2001,0,0,0.7496521
11.10.2001,0,0,0.66209936
12.10.2001,0,0.010567458,1.6726437
13.10.2001,0.766666667,0.27830076,0.36902368
14.10.2001,0,0.8935538,3.2973905
15.10.2001,0.666666667,0.5575527,2.9751809
16.10.2001,1.066666667,0,1.5204892
17.10.2001,0,0.14206925,1.3151284
18.10.2001,0.4,0,1.2143441
19.10.2001,0,0.19298756,0.12642968
20.10.2001,1.833333333,0.98685676,0.015061314
21.10.2001,0.266666667,0.1818506,0.08763034
22.10.2001,1.666666667,0,2.254158
23.10.2001,0,9.2617445,9.327385
24.10.2001,0.533333333,1.1683565,1.7392726
25.10.2001,0,0,1.1473325
26.10.2001,0.533333333,1.0236356,0.62457395
27.10.2001,0.933333333,0.32135954,5.4235353
28.10.2001,8.5,2.4663782,3.1792278
29.10.2001,2.366666667,12.95565,6.673009
30.10.2001,5.266666667,9.856786,7.392261
31.10.2001,7,6.9685545,6.439129
01.11.2001,0.466666667,7.4801664,5.381763
02.11.2001,3.2,0.31367466,0.29040477
03.11.2001,0,0,0.44067743
04.11.2001,0,0,0.42295074
05.11.2001,0,0,1.0909265
06.11.2001,0,0.3166556,5.28672
07.11.2001,1.5,2.1083345,1.195599
08.11.2001,0,2.4223483,0.057060745
09.11.2001,0.3,0,1.3054497
10.11.2001,1.533333333,1.1332098,1.7937201
11.11.2001,4.966666667,0.7693271,1.4811455
12.11.2001,9.933333333,11.926137,6.5809836
13.11.2001,2.6,7.075981,10.304617
14.11.2001,11.2,5.310494,9.20129
15.11.2001,4.366666667,6.904904,9.11035
16.11.2001,1.4,7.8095937,3.3720794
17.11.2001,7.033333333,1.7389631,5.4672403
18.11.2001,2.8,1.568187,3.9751956
19.11.2001,6.066666667,5.517736,5.9432344
20.11.2001,8.6,3.5657556,7.7645884
21.11.2001,2.1,1.3763068,2.729191
22.11.2001,5.466666667,0,2.2589808
23.11.2001,10.4,2.31774,3.9157357
24.11.2001,8.8,4.76829,6.739337
25.11.2001,2.2,12.647869,1.2810752
26.11.2001,5.733333333,8.446936,2.587326
27.11.2001,6.633333333,2.7651134,5.0210886
28.11.2001,13.96666667,3.8950868,4.567199
29.11.2001,3.766666667,6.6047235,0.74225783
30.11.2001,1.866666667,4.4897313,0
01.12.2001,0.866666667,2.0470302,0.10647901
02.12.2001,0,0,0.46758994
03.12.2001,2.366666667,0.32657033,1.522923
04.12.2001,0.6,0,1.0542718
05.12.2001,1.2,2.4661677,1.2347217
06.12.2001,0.733333333,0.45806816,2.646337
07.12.2001,11.23333333,0,3.327365
08.12.2001,2.133333333,2.0046082,7.9429126
09.12.2001,0.666666667,0.13731569,2.0954716
10.12.2001,1,2.8829575,2.3655627
11.12.2001,3.833333333,0.7015279,1.5409751
12.12.2001,3.3,1.8346006,1.4402536
13.12.2001,2.333333333,0.13650158,1.4619638
14.12.2001,1.2,0,0.27017784
15.12.2001,1.066666667,0.25150687,0.26845333
16.12.2001,0,0.37970018,1.8622242
17.12.2001,0,0,2.8553975
18.12.2001,2.8,1.5914034,0.96570283
19.12.2001,0.7,0.14935572,2.0333478
20.12.2001,0,0.41753915,0.2329117
21.12.2001,0,0,0.008668494
22.12.2001,0,0,0.020240929
23.12.2001,0,0.098749,0.6112553
24.12.2001,1.133333333,1.6055654,1.5525771
25.12.2001,9,13.548736,2.2339892
26.12.2001,1.6,12.103828,5.7922745
27.12.2001,1.2,4.7655973,9.079343
28.12.2001,2.5,2.7849817,8.830896
29.12.2001,4.466666667,2.1324565,5.1902704
30.12.2001,0,8.110507,3.0397015
31.12.2001,1.8,3.3075955,1.3252995
01.01.2002,0,1.3997883,0.94049245
02.01.2002,0,2.858539,3.9016883
03.01.2002,0,1.4512413,3.7329302
04.01.2002,0,0.09426967,0.1075988
05.01.2002,0,0.027711473,0.059507746
06.01.2002,0,4.9976335,0.64587456
07.01.2002,0,0,0.5085956
08.01.2002,0.4,0.54692525,1.9803911
09.01.2002,0.8,1.2486211,5.6934423
10.01.2002,4.1,2.840387,6.4667935
11.01.2002,9.45,6.2197533,4.307676
12.01.2002,7.2,0.060673326,7.8057055
13.01.2002,11.5,2.611455,7.316887
14.01.2002,4.2,1.1016065,4.516687
15.01.2002,2.1,0.8904826,5.962767
16.01.2002,0,3.431457,3.4680452
17.01.2002,4.2,0.5481239,1.0506506
18.01.2002,7.15,3.2648182,1.857632
19.01.2002,6.35,8.172036,2.4486809
20.01.2002,9.35,1.588361,7.0516
21.01.2002,16,7.629159,11.234229
22.01.2002,3.3,4.919416,2.6147423
23.01.2002,0,0.22026102,1.1901561
24.01.2002,11.75,0.50615305,0.7927946
25.01.2002,6.7,1.4570175,0.85799664
26.01.2002,0,2.333458,1.7299318
27.01.2002,0.8,1.1172851,1.1062498
28.01.2002,0,1.1196171,3.4189625
29.01.2002,0.85,0.06327326,2.1088417
30.01.2002,1.15,0.067491636,2.8795013
31.01.2002,0,0.4054817,1.9592208
01.02.2002,11,0.59320605,0.21020842
02.02.2002,8.94,0.783887,1.4553617
03.02.2002,3.533333333,3.2301154,7.854492
04.02.2002,6.7,7.8518424,1.6964025
05.02.2002,6.3,22.207396,7.20147
06.02.2002,15,1.924985,7.085274
07.02.2002,7.066666667,8.34445,5.742406
08.02.2002,0,11.604871,0.8790958
09.02.2002,0,0.20333333,0.40183374
10.02.2002,0,1.3691852,1.6716429
11.02.2002,1.366666667,4.487226,5.056907
12.02.2002,0.1,1.4353359,6.8730097
13.02.2002,6.966666667,2.8918881,9.971256
14.02.2002,0,3.9238534,7.651607
15.02.2002,0.3,0.12094884,6.7681146
16.02.2002,0.9,0.48646933,6.829798
17.02.2002,5.033333333,2.8189285,2.9590037
18.02.2002,8.766666667,1.0597824,2.410188
19.02.2002,10.43333333,14.318406,6.0402894
20.02.2002,4.8,6.466056,1.8811021
21.02.2002,5.133333333,2.8511052,8.733751
22.02.2002,2.9,3.9564173,10.098699
23.02.2002,4.7,7.601383,7.393863
24.02.2002,6.1,6.2058463,5.8202147
25.02.2002,0.8,2.2948875,3.4831483
26.02.2002,4.8,1.9632609,5.6640034
27.02.2002,4.8,1.5921928,13.010499
28.02.2002,2.666666667,5.5453634,13.660085
01.03.2002,5.4,4.524862,11.866572
02.03.2002,3.2,5.776822,6.984259
03.03.2002,11.46666667,7.218724,9.936645
04.03.2002,6.033333333,5.7000003,15.443539
05.03.2002,6.666666667,5.93148,2.9966261
06.03.2002,3.733333333,3.2604253,1.146733
07.03.2002,9.2,2.574309,4.832576
08.03.2002,3.966666667,11.144533,15.545808
09.03.2002,4.133333333,3.695768,11.783912
10.03.2002,2.866666667,2.9616892,3.459033
11.03.2002,3.9,9.233153,7.1227283
12.03.2002,5.7,8.31557,9.015181
13.03.2002,10.06666667,2.2473717,4.319908
14.03.2002,4.366666667,3.722862,4.4262304
15.03.2002,5.633333333,9.803757,7.8055153
16.03.2002,8.966666667,5.101767,10.045846
17.03.2002,14.86666667,7.504054,10.751272
18.03.2002,4.7,22.668152,9.57698
19.03.2002,4.366666667,3.0006616,4.5235705
20.03.2002,5.8,0.7566141,3.0271003
21.03.2002,6.066666667,3.2260275,9.450611
22.03.2002,7.3,8.775256,8.5726385
23.03.2002,9,2.3193173,5.308796
24.03.2002,8.233333333,5.4857965,6.234926
25.03.2002,5.066666667,4.845271,3.0276923
26.03.2002,3.033333333,8.071593,14.018718
27.03.2002,1.1,1.2235492,4.716169
28.03.2002,4.2,1.14869,2.358964
29.03.2002,5.666666667,2.5785174,9.77379
30.03.2002,8.9,3.91654,2.0566182
31.03.2002,6.933333333,8.13619,1.4479713
01.04.2002,5.233333333,3.9147666,6.0290513
02.04.2002,0.333333333,6.664726,3.451796
03.04.2002,3.133333333,0.67322296,0.83662814
04.04.2002,2.2,5.9231153,0.4017562
05.04.2002,3.866666667,1.0711081,1.5467536
06.04.2002,3.2,1.3175517,5.7852564
07.04.2002,7.9,1.6567292,2.9839356
08.04.2002,1.4,10.902856,3.0763335
09.04.2002,0.533333333,9.435444,2.2810469
10.04.2002,4.933333333,2.8532066,7.231804
11.04.2002,10.03333333,2.3736997,5.505362
12.04.2002,0.333333333,0.45431003,1.5037405
13.04.2002,0,4.2235947,1.5578065
14.04.2002,1.333333333,8.143865,5.480006
15.04.2002,3.7,0.5907773,1.2331978
16.04.2002,3.066666667,0,1.8089108
17.04.2002,1.1,0.63994706,0.002930237
18.04.2002,9.5,4.461049,3.6852448
19.04.2002,4.3,7.0619383,5.354122
20.04.2002,5.166666667,2.571105,0.41977298
21.04.2002,1.6,0,1.8874373
22.04.2002,1.466666667,1.132903,3.910018
23.04.2002,6.233333333,0.1368732,9.981222
24.04.2002,4.266666667,1.1755146,6.8328266
25.04.2002,0,0,0.43367615
26.04.2002,0,0,0.08645545
27.04.2002,0,0,1.9044951
28.04.2002,1.233333333,0.76892364,4.525519
29.04.2002,0,0,0.80042446
30.04.2002,0,0.015310821,0.7488081
01.05.2002,0,0,0
02.05.2002,0,0,0.1782649
03.05.2002,1.7,0.06895907,0.4898985
04.05.2002,1.433333333,3.6279142,3.4318054
05.05.2002,0,0.6220961,0.002153911
06.05.2002,0,0.31890267,0.002131979
07.05.2002,2,0,0.040572613
08.05.2002,0,0.11855595,0.115852796
09.05.2002,0,0,0.17921592
10.05.2002,0,0,0.42952624
11.05.2002,0,0,0
12.05.2002,0,0,0
13.05.2002,0,0,0
14.05.2002,0,0,0.029371714
15.05.2002,0,0,0
16.05.2002,1.166666667,0.13117278,1.3668579
17.05.2002,0,0,2.2165134
18.05.2002,0,0,0.037277266
19.05.2002,0,0,0.01604786
20.05.2002,0,0,0.45931476
21.05.2002,0,0,0.4020573
22.05.2002,0,0,0.07847434
23.05.2002,2.966666667,4.2750864,0.036496636
24.05.2002,1.933333333,0,0
25.05.2002,0,0,0.054904748
26.05.2002,0,0.018503712,0
27.05.2002,0.1,1.0927948,1.8415686
28.05.2002,0,0.05243273,2.192083
29.05.2002,0,2.0071847,0.27688307
30.05.2002,0,1.2946712,0.1296184
31.05.2002,2.466666667,0.64376175,2.159474
01.06.2002,0.366666667,0.06094219,1.7963408
02.06.2002,0,0,0.6178376
03.06.2002,1.4,0.16611595,0.10742679
04.06.2002,0,0.8281865,0
05.06.2002,0,0.04901969,0.20490165
06.06.2002,0,0,0.22041221
07.06.2002,0.733333333,0.028943658,0
08.06.2002,0.266666667,0.40603623,0
09.06.2002,0,0.045281857,0
10.06.2002,0,0.07247395,0
11.06.2002,0,0,0.16531084
12.06.2002,0,0,0.03805735
13.06.2002,0,0.5662106,0.4252895
14.06.2002,0,0,0.46668997
15.06.2002,0,0,0.003295288
16.06.2002,0,0,0
17.06.2002,0,0,0
18.06.2002,0,0,0
19.06.2002,0,0.09701945,0
20.06.2002,0,0,0
21.06.2002,0,0,0
22.06.2002,0,0,0
23.06.2002,0,0,0
24.06.2002,0,0,0
25.06.2002,0,0,0
26.06.2002,0,0,0
27.06.2002,0,0,0.009265947
28.06.2002,0,0,0.024323186
29.06.2002,0,0,0
30.06.2002,0,0,0
01.07.2002,0,0,0
02.07.2002,0,0,0
03.07.2002,0,0,0.037934892
04.07.2002,0,0,0.045954544
05.07.2002,0,0.81386375,0.010555561
06.07.2002,0,0.3849848,0.006256601
07.07.2002,0,0,0.05288049
08.07.2002,0,0,0.296645
09.07.2002,0,0,0
10.07.2002,0,0,0.003134643
11.07.2002,0,0,0.041205548
12.07.2002,0,0,0.050002426
13.07.2002,0,0,0.01064807
14.07.2002,0,0,0.09084027
15.07.2002,0,0,0.12404514
16.07.2002,0,0,0.06976756
17.07.2002,0,0,0
18.07.2002,0,0,0.2093986
19.07.2002,0,0.14400244,0.021825222
20.07.2002,0,0,0.053562988
21.07.2002,0,0.03154515,0
22.07.2002,0,0,0
23.07.2002,0,0,0
24.07.2002,0,0,0.11566521
25.07.2002,0,0.053614613,0.4507307
26.07.2002,0,0,0.096127674
27.07.2002,0,0.40610796,0
28.07.2002,0,0,0
29.07.2002,0,0,0
30.07.2002,0,0.11905516,0.008283175
31.07.2002,0,0.03170442,0
